sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,approval,btech_badges,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,deferred_stock_update,use_config_deferred_stock_update,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,giftcard_type,giftcard_allow_open_amount,giftcard_open_amount_min,giftcard_open_amount_max,giftcard_amount,use_config_is_redeemable,giftcard_is_redeemable,use_config_lifetime,giftcard_lifetime,use_config_allow_message,giftcard_allow_message,use_config_email_template,giftcard_email_template,associated_skus,downloadable_links,downloadable_samples
New product a9912pj,,Water Heaters,simple,,base,New product a9912pj,"<ul>
<li>Stiebel Eltron </li>
<li>Instant water heater</li>
<li>8.8 kW</li>
<li>Automatic switch-off</li>
<li>Works in low-pressure areas</li>
<li>Easy installation and operation</li>
<li>White</li>
<li>DHC 8</li>
</ul>",,58,1,0,"Catalog, Search",3450,,,,New-product-a9912pj,"B.TECH | Stiebel Eltron Instant Water Heater, 8.8 kW, White - DHC 8","Stiebel Eltron Instant Water Heater, 8.8 kW, White - DHC 8","Stiebel Eltron Instant Water Heater, 8.8 kW, White - DHC 8",,,,,,,,,"4/18/16, 4:46 PM","2/4/20, 5:14 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,Approved,From B.TECH,"amrolepermissions_owner=0,approval=Approved,btech_badges=From B.TECH,capacity=Unidentified,category_new=Water Heater,enhanced=No,gfk_brand_16299=Stiebel Eltron,gfk_etilize_key_69270=31988072,gift_wrapping_available=No,installments_allow=Yes,installments_number=6 Months|12 Months|18 Months|24 Months|36 Months,interest_rate=1.750000,is_dailydeal=No,is_limited_qty=No,is_new_arrival=No,is_pre_order=No,is_show_countdown=Yes,is_show_homepage=Yes,minicash_installment_labels=Free Shipping,min_down_payment=0.000000,model_name=DHC 8,power_source=Electric,selected_pricing_tab=Cash,spl_qty_cash_enable=No,spl_qty_count=0,spl_qty_mini_enable=No,spl_qty_mobileapp=Yes,sw_featured=No,vendor_id=367,water_heater_type=Unidentified,wedding_campaign=No,wowdeal_text=عرض اليوم",10,0,1,0,0,1,1,1,99999999.9999,0,1,1,1,1,1,1,1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
